"infodata"
"Thompson Manitoba CSI: 366 Population: 14,146  Police force: RCMP, Thompson detachment  Violent Crime Severity Index 570 Canada Average VCSI: 82.44 Rank: 1/237 Five-year Change in Crime 111.08 2013 CSI: 254.81 Rank: 3/237 Crime Severity Index 366 Canada Average CSI: 75.01 Rank: 2/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	3 Homicide rate (incidents per 100,000 population):	21.21 (Canada avg.: 1.76) Assault, actual incidents:	925 Assault rate (incidents per 100,000 population):	6,538.95 (Canada avg.: 457.01) Sexual assault, actual incidents:	48 Sexual assault rate (incidents per 100,000 population):	339.32 (Canada avg.: 75.89) Firearms offences, actual incidents:	5 Firearms offences rate (incidents per 100,000 population):	35.35 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	33 Robbery rate (incidents per 100,000 population):	233.28 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	106 Breaking & Entering rate (incidents per 100,000 population):	749.33 (Canada avg.: 431.24) Fraud, actual incidents:	51 Fraud rate (incidents per 100,000 population):	360.53 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	155 Impaired Driving rate (incidents per 100,000 population):	1,095.72 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	18 Cannabis trafficking or production rate (incidents per 100,000 population):	127.24 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	92 Cocaine trafficking or production rate (incidents per 100,000 population):	650.36 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	7 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	49.48 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	63 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	445.36 (Canada avg.: 13.01) "
"Quesnel British Columbia CSI: 292 Population: 10,283  Police force: RCMP, Quesnel detachment  Violent Crime Severity Index 265 Canada Average VCSI: 82.44 Rank: 5/237 Five-year Change in Crime 111.91 2013 CSI: 179.92 Rank: 2/237 Crime Severity Index 292 Canada Average CSI: 75.01 Rank: 3/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	1 Homicide rate (incidents per 100,000 population):	9.72 (Canada avg.: 1.76) Assault, actual incidents:	127 Assault rate (incidents per 100,000 population):	1,235.05 (Canada avg.: 457.01) Sexual assault, actual incidents:	15 Sexual assault rate (incidents per 100,000 population):	145.87 (Canada avg.: 75.89) Firearms offences, actual incidents:	2 Firearms offences rate (incidents per 100,000 population):	19.45 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	20 Robbery rate (incidents per 100,000 population):	194.5 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	183 Breaking & Entering rate (incidents per 100,000 population):	1,779.64 (Canada avg.: 431.24) Fraud, actual incidents:	123 Fraud rate (incidents per 100,000 population):	1,196.15 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	57 Impaired Driving rate (incidents per 100,000 population):	554.31 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	2 Cannabis trafficking or production rate (incidents per 100,000 population):	19.45 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	3 Cocaine trafficking or production rate (incidents per 100,000 population):	29.17 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	14 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	136.15 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	0 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	0 (Canada avg.: 13.01) "
"Wetaskiwin Alberta CSI: 270 Population: 12,895  Police force: RCMP, Wetaskiwin detachment  Violent Crime Severity Index 232 Canada Average VCSI: 82.44 Rank: 6/237 Five-year Change in Crime 120.81 2013 CSI: 149.23 Rank: 1/237 Crime Severity Index 270 Canada Average CSI: 75.01 Rank: 4/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	0 Homicide rate (incidents per 100,000 population):	0 (Canada avg.: 1.76) Assault, actual incidents:	220 Assault rate (incidents per 100,000 population):	1,706.09 (Canada avg.: 457.01) Sexual assault, actual incidents:	22 Sexual assault rate (incidents per 100,000 population):	170.61 (Canada avg.: 75.89) Firearms offences, actual incidents:	7 Firearms offences rate (incidents per 100,000 population):	54.28 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	27 Robbery rate (incidents per 100,000 population):	209.38 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	197 Breaking & Entering rate (incidents per 100,000 population):	1,527.72 (Canada avg.: 431.24) Fraud, actual incidents:	108 Fraud rate (incidents per 100,000 population):	837.53 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	83 Impaired Driving rate (incidents per 100,000 population):	643.66 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	4 Cannabis trafficking or production rate (incidents per 100,000 population):	31.02 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	8 Cocaine trafficking or production rate (incidents per 100,000 population):	62.04 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	14 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	108.57 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	2 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	15.51 (Canada avg.: 13.01) "
"Portage la Prairie Manitoba CSI: 263 Population: 13,936  Police force: RCMP, Portage la Prairie detachment  Violent Crime Severity Index 316 Canada Average VCSI: 82.44 Rank: 3/237 Five-year Change in Crime 90.91 2013 CSI: 171.93 Rank: 4/237 Crime Severity Index 263 Canada Average CSI: 75.01 Rank: 5/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	1 Homicide rate (incidents per 100,000 population):	7.18 (Canada avg.: 1.76) Assault, actual incidents:	220 Assault rate (incidents per 100,000 population):	1,578.65 (Canada avg.: 457.01) Sexual assault, actual incidents:	29 Sexual assault rate (incidents per 100,000 population):	208.09 (Canada avg.: 75.89) Firearms offences, actual incidents:	7 Firearms offences rate (incidents per 100,000 population):	50.23 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	21 Robbery rate (incidents per 100,000 population):	150.69 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	241 Breaking & Entering rate (incidents per 100,000 population):	1,729.33 (Canada avg.: 431.24) Fraud, actual incidents:	93 Fraud rate (incidents per 100,000 population):	667.34 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	61 Impaired Driving rate (incidents per 100,000 population):	437.72 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	4 Cannabis trafficking or production rate (incidents per 100,000 population):	28.7 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	7 Cocaine trafficking or production rate (incidents per 100,000 population):	50.23 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	21 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	150.69 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	14 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	100.46 (Canada avg.: 13.01) "
"Prince Albert and area Saskatchewan CSI: 238 Population: 37,578  Police force: Prince Albert Police Service  Violent Crime Severity Index 289 Canada Average VCSI: 82.44 Rank: 4/237 Five-year Change in Crime 43.84 2013 CSI: 194.2 Rank: 11/237 Crime Severity Index 238 Canada Average CSI: 75.01 Rank: 6/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	2 Homicide rate (incidents per 100,000 population):	5.32 (Canada avg.: 1.76) Assault, actual incidents:	422 Assault rate (incidents per 100,000 population):	1,123 (Canada avg.: 457.01) Sexual assault, actual incidents:	65 Sexual assault rate (incidents per 100,000 population):	172.97 (Canada avg.: 75.89) Firearms offences, actual incidents:	5 Firearms offences rate (incidents per 100,000 population):	13.31 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	109 Robbery rate (incidents per 100,000 population):	290.06 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	584 Breaking & Entering rate (incidents per 100,000 population):	1,554.1 (Canada avg.: 431.24) Fraud, actual incidents:	224 Fraud rate (incidents per 100,000 population):	596.09 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	137 Impaired Driving rate (incidents per 100,000 population):	364.58 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	2 Cannabis trafficking or production rate (incidents per 100,000 population):	5.32 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	15 Cocaine trafficking or production rate (incidents per 100,000 population):	39.92 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	32 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	85.16 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	103 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	274.1 (Canada avg.: 13.01) "
"Williams Lake British Columbia CSI: 204 Population: 11,309  Police force: RCMP, Williams Lake detachment  Violent Crime Severity Index 217 Canada Average VCSI: 82.44 Rank: 9/237 Five-year Change in Crime -8.16 2013 CSI: 211.81 Rank: 193/237 Crime Severity Index 204 Canada Average CSI: 75.01 Rank: 7/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	1 Homicide rate (incidents per 100,000 population):	8.84 (Canada avg.: 1.76) Assault, actual incidents:	129 Assault rate (incidents per 100,000 population):	1,140.68 (Canada avg.: 457.01) Sexual assault, actual incidents:	27 Sexual assault rate (incidents per 100,000 population):	238.75 (Canada avg.: 75.89) Firearms offences, actual incidents:	2 Firearms offences rate (incidents per 100,000 population):	17.69 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	19 Robbery rate (incidents per 100,000 population):	168.01 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	98 Breaking & Entering rate (incidents per 100,000 population):	866.57 (Canada avg.: 431.24) Fraud, actual incidents:	95 Fraud rate (incidents per 100,000 population):	840.04 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	61 Impaired Driving rate (incidents per 100,000 population):	539.39 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	8 Cannabis trafficking or production rate (incidents per 100,000 population):	70.74 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	11 Cocaine trafficking or production rate (incidents per 100,000 population):	97.27 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	5 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	44.21 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	1 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	8.84 (Canada avg.: 13.01) "
"Selkirk Manitoba CSI: 193 Population: 10,575  Police force: RCMP, Selkirk detachment  Violent Crime Severity Index 231 Canada Average VCSI: 82.44 Rank: 7/237 Five-year Change in Crime 50.7 2013 CSI: 142.1 Rank: 9/237 Crime Severity Index 193 Canada Average CSI: 75.01 Rank: 8/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	2 Homicide rate (incidents per 100,000 population):	18.91 (Canada avg.: 1.76) Assault, actual incidents:	133 Assault rate (incidents per 100,000 population):	1,257.68 (Canada avg.: 457.01) Sexual assault, actual incidents:	14 Sexual assault rate (incidents per 100,000 population):	132.39 (Canada avg.: 75.89) Firearms offences, actual incidents:	2 Firearms offences rate (incidents per 100,000 population):	18.91 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	16 Robbery rate (incidents per 100,000 population):	151.3 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	94 Breaking & Entering rate (incidents per 100,000 population):	888.89 (Canada avg.: 431.24) Fraud, actual incidents:	65 Fraud rate (incidents per 100,000 population):	614.66 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	66 Impaired Driving rate (incidents per 100,000 population):	624.11 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	10 Cannabis trafficking or production rate (incidents per 100,000 population):	94.56 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	10 Cocaine trafficking or production rate (incidents per 100,000 population):	94.56 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	26 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	245.86 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	8 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	75.65 (Canada avg.: 13.01) "
"Grande Prairie Alberta CSI: 173 Population: 67,085  Police force: RCMP, Grande Prairie detachment  Violent Crime Severity Index 133 Canada Average VCSI: 82.44 Rank: 23/237 Five-year Change in Crime 24.67 2013 CSI: 148.01 Rank: 35/237 Crime Severity Index 173 Canada Average CSI: 75.01 Rank: 9/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	0 Homicide rate (incidents per 100,000 population):	0 (Canada avg.: 1.76) Assault, actual incidents:	470 Assault rate (incidents per 100,000 population):	700.6 (Canada avg.: 457.01) Sexual assault, actual incidents:	79 Sexual assault rate (incidents per 100,000 population):	117.76 (Canada avg.: 75.89) Firearms offences, actual incidents:	13 Firearms offences rate (incidents per 100,000 population):	19.38 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	51 Robbery rate (incidents per 100,000 population):	76.02 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	454 Breaking & Entering rate (incidents per 100,000 population):	676.75 (Canada avg.: 431.24) Fraud, actual incidents:	609 Fraud rate (incidents per 100,000 population):	907.8 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	640 Impaired Driving rate (incidents per 100,000 population):	954.01 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	10 Cannabis trafficking or production rate (incidents per 100,000 population):	14.91 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	99 Cocaine trafficking or production rate (incidents per 100,000 population):	147.57 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	79 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	117.76 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	1 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	1.49 (Canada avg.: 13.01) "
"Red Deer Alberta CSI: 170 Population: 104,493  Police force: RCMP, Innisfail detachment  Violent Crime Severity Index 111 Canada Average VCSI: 82.44 Rank: 37/237 Five-year Change in Crime 12.41 2013 CSI: 157.35 Rank: 79/237 Crime Severity Index 170 Canada Average CSI: 75.01 Rank: 10/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	0 Homicide rate (incidents per 100,000 population):	0 (Canada avg.: 1.76) Assault, actual incidents:	679 Assault rate (incidents per 100,000 population):	649.8 (Canada avg.: 457.01) Sexual assault, actual incidents:	92 Sexual assault rate (incidents per 100,000 population):	88.04 (Canada avg.: 75.89) Firearms offences, actual incidents:	22 Firearms offences rate (incidents per 100,000 population):	21.05 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	94 Robbery rate (incidents per 100,000 population):	89.96 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	1,302 Breaking & Entering rate (incidents per 100,000 population):	1,246.02 (Canada avg.: 431.24) Fraud, actual incidents:	823 Fraud rate (incidents per 100,000 population):	787.61 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	342 Impaired Driving rate (incidents per 100,000 population):	327.29 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	10 Cannabis trafficking or production rate (incidents per 100,000 population):	9.57 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	72 Cocaine trafficking or production rate (incidents per 100,000 population):	68.9 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	52 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	49.76 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	4 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	3.83 (Canada avg.: 13.01) "
"Terrace British Columbia CSI: 167 Population: 12,373  Police force: RCMP, Terrace detachment  Violent Crime Severity Index 221 Canada Average VCSI: 82.44 Rank: 8/237 Five-year Change in Crime 17.41 2013 CSI: 149.5 Rank: 60/237 Crime Severity Index 167 Canada Average CSI: 75.01 Rank: 11/237 Homicide, Assault & Bodily Harm Homicide, actual incidents:	1 Homicide rate (incidents per 100,000 population):	8.08 (Canada avg.: 1.76) Assault, actual incidents:	187 Assault rate (incidents per 100,000 population):	1,511.36 (Canada avg.: 457.01) Sexual assault, actual incidents:	22 Sexual assault rate (incidents per 100,000 population):	177.81 (Canada avg.: 75.89) Firearms offences, actual incidents:	2 Firearms offences rate (incidents per 100,000 population):	16.16 (Canada avg.: 7.58) Theft & Property Crime Robbery, actual incidents:	7 Robbery rate (incidents per 100,000 population):	56.57 (Canada avg.: 60.58) Breaking & Entering, actual incidents:	55 Breaking & Entering rate (incidents per 100,000 population):	444.52 (Canada avg.: 431.24) Fraud, actual incidents:	76 Fraud rate (incidents per 100,000 population):	614.24 (Canada avg.: 349.2) Drug Offences Impaired Driving, actual incidents:	48 Impaired Driving rate (incidents per 100,000 population):	387.94 (Canada avg.: 190.49) Cannabis trafficking or production, actual incidents:	2 Cannabis trafficking or production rate (incidents per 100,000 population):	16.16 (Canada avg.: 22.5) Cocaine trafficking or production, actual incidents:	13 Cocaine trafficking or production rate (incidents per 100,000 population):	105.07 (Canada avg.: 20.03) Other controlled drugs, trafficking or production, actual incidents:	4 Other controlled drugs, trafficking or production rate (incidents per 100,000 population):	32.33 (Canada avg.: 31.58) Youth Crime Youth Criminal Justice Act offences, actual incidents:	2 Youth Criminal Justice Act offences rate (incidents per 100,000 population):	16.16 (Canada avg.: 13.01) "
